rating,text,date
2,"I booked at Airbnb recently, and I was pretty disappointed. The place looked nice in photos, but it was smaller and not as clean as I expected. The host was hard to reach when I had questions, which made things frustrating. Plus, there was a strange smell in the apartment that didn’t go away. I really wanted to love my stay, but I ended up feeling let down. I think I'll stick to hotels next time.",2024-10-11T10:34:24.000Z
1,"I feel bad I cannot leave 0 star. They pretend to be a very strict website with a lot of terms and conditions but none of them protects the hosts. They wasted 20 days of mine responding to them and answering every question. They started asking the same questions many times. It was an awful experience.What's mostly important is that they didn't send me my last payout. To avoid any other complaints from my side they and to avoid sending me the payment they decided to block my account and deleted it before I started to complain. They say I had the right to appeal and to reclaim my account back, but trust me. It is not worth spending another week waiting for their response because they will always give you a negative answer.",2024-10-08T19:57:42.000Z
2,"Despite being described as airconditioned, there was no aircon in the masterbedroom in the house just a fan and a heater (not helpful in above 30s heat}. The bathroom had a nasty smell and the shower was overflowing. We left earlier despite no refund and no cancellation policy. Airbnb took our review down stating their policy. They are not interested in true reflection of facts so can't be trusted.",2024-09-22T22:26:45.000Z
1,"Absolute Joke. Tried booking for 2 night. Spent 3 hours trying and got nowhere.. 2 Hosts would not accept our booking. One was A Modern furnished flat in the heart of the city chelsford hosted by Tee, the other was two Bedroom Flat with En-Suite hosted by Kelly. Avoid these places.. Will be using booking.com from now on!!!",2024-10-08T23:37:24.000Z
4,"Some good, some bad as a renter. Occasionally someone will offer that isn't permitted and it will fall through. I don't think people feel free to leave poor reviews as they get rated as guests, so read between lines. Also BE A GOOD GUEST as there are neighbors. Mostly decent experiences",2024-10-04T03:11:12.000Z
1,"False information about issues when dealing with Airbnb ambassadors.Very inexperience, very irrational with the way they handle issues that are concerned to the hosts.Always a terrible experience with them.Recenly on the media, many hosts are delisting from Airbnb because of the very high fees they now charge.I been with Airbnb for 15 years.Was great at the beginning but gradually deteriorated especially when they outsourced there calling center to Asia Horrible to deal with",2024-10-11T23:01:20.000Z
1,"Absolute shambles! Cancelled our stay at our accommodation 3 weeks before we were due to go. We as a group had all ready booked different activities for this stay. They gave us some alternative options that weren’t even for the same dates. We have now got to wait up to 15 business days before our money even comes back through so we cannot book anything else until this returns. Customer service is shocking, no help, no advice, nothing. Will not be using again!",2024-09-23T07:46:29.000Z
1,Very bad experience. I had a booking for my birthday this year and just before travelling my husband had a medical emergency and couldn't travel as planned. So I called the host from Love On Balluta Bay Beach - Apartment and explained the situation and told him that will arrive 2 days later. But initially asked me to cancel the booking but said he will accommodate us. But he lied and a few hours before travelling we had to get even more stress and had to call Airbnb multiple times to help us find a resolution. Airbnb only gave us half of the money which was paid and the rest was stolen by the host. The people from Airbnb said they will fine the host who was a scammer but nothing happened. It's a pity that when there is a problem Airbnb doesn't care about sorting it out.,2024-10-08T22:25:06.000Z
1,Their ratings are absolutely justified. They are a horrible company. They just wash hands off when their hosts make mistake. For keeping the customer out in the open in the middle of a cold night they offer 50 pound compensation. It clearly shows the how much they value their customer and it very well reflects in their trust pilot rating. I am going to sue you any ways,2024-10-03T23:03:00.000Z
1,Airbnb would not do anything when a host posted lies about our stay in a review.  This was defamatory and proven lies.  The host expected daily check ins and multiple head counts throughout the stay. She had cameras throughout the home that she stated were not on.    We were there for a funeral and did not have time to respond during a funeral. I did not complete a review since the home was nice and I did not want to commenting on the hosts overbearing personality that could hurt her future business.  I will stick with Vrbo moving forward.,2024-09-30T01:41:39.000Z
1,"Customer care representatives lacking in knowledge. extremely poor customer service—very critical, never offering assistance. Each representative establishes his own guidelines and expectations. going against their policy. They spoke with such terrible English that people could hardly understand their accent. made unjust decisions ALL the time. You never get to talk to someone who is sympathetic to your plight. just decide to send you a message about it and never truly talk about it. extremely inexpensive labor representative in the Philippines and India who isn't under the USA office's authority, thus they act based just on their own emotions. In the end, Airbnb is failing because of these terrible, illiterate customer support agents.",2024-10-15T07:11:18.000Z
1,They have taken £500 for a booking that wasnt confirmed within 24 hours. The booking request was withdrawn and they say it can take 14 days to get money back. I am now stuck in France with nowhere to stay and they have all my available money. Using them again is now completely out of the question.,2024-10-17T14:52:43.000Z
1,What a terrible platform!!!! Charging insane service fees to the guests for zero service at all!!! They refuse to refund service fees that they charge despite canceling the booking arguing that it’s at the host discretion. This makes zero sense. How is a fee charged by the platform to the guest at the discretion of the host?The customer service is a completely useless black hole.,2024-10-14T21:19:19.000Z
1,"I’ve been SuperHost for 3 years. Due do illness I had to cancel one booking reservation 2 months in advance. The customer service never replied me back. I had assistance twice and both of the times they gave me totally wrong solution, they can make mistakes, but if you do one, you loose the SuperHost status, while I’ve had 51/51 reviews with 5 stars, always reply back to the guests within 10 minutes and even if I was locket out my property from a guest at 1:00 am refusing to let me in, I didn’t cancel this booking, even if I was in title of it. After 3 years I won’t do Airbnb anymore, I’m not surprised about the terrible reviews you’ve got over here. I’m gutted and I highly not recommend this app!",2024-10-07T11:10:26.000Z
1,"Airbnb used to be helpful when travelling because it was cheaper than renting an hotel room. But right now, it is as expensive or much more expensive than hotel rooms. Moreover, you need to pay unjustify hundred dollars in cleaning fees when you have to clean yourself the place before the check-out: take out the garbage and recycle bins, put all the dishes in the dishwasher and starts the machine, strip the bed and group dirty linens together, clean the kitchen counter, etc.",2024-10-01T00:24:49.000Z
1,"Property safety issue and customer service that doesn’t listen Had a recent stay where the TV was not properly fixed on a unit, now Airbnb are asking me for funds. No matter how many times I ask them to speak to a supervisor nothing happens. Avoid at all costs",2024-10-06T00:17:37.000Z
1,"Airbnb is an utter scam. I booked accommodation for myself & some friends that will be visiting me from abroad, the money got taken from my credit card, but then the host decides to cancel my booking because she’s greedy and wants more money (yep, apparently that’s ok to do - no repercussions for the host). So now, not only do I no longer have accommodation, I also can’t use my credit card because Airbnb won’t release the funds for at least 7 days. I’ve tried contacting their customer service department who have fobbed me off and tried to blame my credit card company, and basically said they won’t do a thing about it.So I can’t book any accommodation or use my credit card until I receive these funds back - and who knows when that will be? My credit card company told me it usually takes Airbnb around 10 days to release the funds.This is disgraceful - how can they get away with this??? Not only are their fees outrageous, their customer service is in the toilet, and their hosts can apparently act however the hell they want.",2024-10-14T18:32:58.000Z
1,"Do NOT trust Airbnb.  Shamelessly dishonest with their ""Aircover"" scam. Can’t understand why the Better Business Bureau has not fined them.My case deals with a reservation on an apartment in Toronto in which Globalstay (the host) is not happy with the price I am paying and decide after 3 months that they will have to cancel my reservation. Of course, there are no apartments left in that price range, so I ask Airbnb ""Aircover"" to pay the difference for a comparable place. No go.  They will not ""cover"" anything.  Just scandalous.  Do not use this company.  After 10 years as a superhost on their platform, I’m done!",2024-10-03T13:09:26.000Z
1,"The Customer Support team is useless.Clearly no consistent training provided across the company.The host house we stayed at was infested with bedbugs.We were not advised of the AirBNB policies regarding this. They're meant to pay for you to stay in a hotel (3 nights) and clean your clothes.Instead they actively pass you around, not advising you accurately in the attempts of making you give up so they don't have to pay for any of the expenses.We spoke to 5 different representatives and they all kept advising us differently, they closed tickets which still had open issues or directed us to links and forms, which the website would not allow us to complete.One of the worst companies I've ever had the displeasure of booking with",2024-10-01T18:04:26.000Z
1,134 Graham Road Southampton is the most dirty stinking place I have ever seen . This place was horrendous no windows no fire escape and in a very dirty slummy area . Advertised as luxury it certainly was not luxury . Absolutely stunk . Unable to stay in the place had to move to another hotel to safety .,2024-10-06T20:57:52.000Z
1,"Careful of previous guest reviews on Air B&B /As a guest of self catering apartment in the South of France -  we arrived to a quirky apartment that had some nice photography on the website. Dropped off our gear did a quick shop- set to make a simple dinner. Our apartment had very little utensils to prepare food, apparently Air B & B said this is not a requirement - but not to bore you not even a tea towel or dishwashing liquid. My worry was how had the dishes been cleaned before// Air B&B said go purchase them and we will reimburse you-great news for a tired traveller. We left as we felt this didn’t meet hygiene requirements. Air B &B failed to see our point or even listen. I will struggle to use their service again.",2024-10-04T16:53:43.000Z
1,"I have decided to never use Airbnb again.  I have had experience after experience after experience.  Filth, lies, , misrepresentations, bed bugs, scorpions, floods - you name it.  There is no regulation. One cannot rely on reviews.  I am not sure why, but people are not honest in reviews, so the ratings cannot be trusted.  Our latest experiences relate to a trip to Croatia fro 9/2/24-9/25/24.  We have horrific stories from a trip to WA last summer. We will never use Airbnb again.",2024-09-27T17:11:53.000Z
1,"Having booked and stayed at a property which was fine we were then asked to provide feedback on leaving. The only criticism we stated was the garden required attention, grass needed cut, weeding and the small decking was a bit wobbly. They came back and said there were safety issues which was totally incorrect. Don’t book with Airbnb.",2024-09-26T10:55:54.000Z
1,"Made a complaint about the accommodation. Sent evidence as required to be informed that it wasn't meeting there requirements1, flat smelt of rooten food2, dirty and cluttered (pictures as advertised on Airbnb showed a clean uncluttered environment?)3,dirty urinated puppy pad by front door4, I was left with a dog expecting owner of property to return 10pm as arranged. Arrived back 23.45 after getting drunkApparently this is exceptable and dosnt require a refund according to Airbnb?!?!?I stayed 1 night then left",2024-09-21T01:18:13.000Z
1,"What a terrible experience compared to VRBO. We have rented dozens upon dozens of homes through VRBO and they have all been positive, properties as described. This is not the case with Airbnb. Used Airbnb once to rent an apartment that was described as having a fenced yard. What the host didn’t say is that fenced yard is shared with children and other people, which was a problem. The host also spied on us the entire time, sending text messages about where we are and what we’re doing and “haven’t seen you at all today.” It was creepy and Airbnb not only denied us the opportunity to leave a review, they offered nothing in the way of an apology.",2024-09-30T13:10:18.000Z
1,"DO NOT EVER USE AIRBNB!!! They are thieves, customer service is a worthless JOKE! I rented a unit, which had MICE, airbnb said I could leave and get reimbursed, but they DID NOT REIMBURSE me for the unused portion. They they rented it out to someone else, thereby collecting double rent! Customer service doesn't speak English and says they can't help. NEVER USE AIRBNB!!! I will be filing complaint with FTC.",2024-09-27T18:49:11.000Z
5,"I have been using air BNB for nearly 3 years. My partner and I have stayed in properties in York, Castleton, Haworth, Whitby, Penrith, Kirkoswald and Keswick. All properties and host communication have been excellent. I find it sad to read the negative reviews from hosts who in my opinion work very hard to ensure clients like myself have an enjoyable stay. As a renter/non host I find Air BnB convenient and good value for money.",2024-09-14T22:40:07.000Z
1,"Scammers renting Airbnb titled ""Cozy 2B1B Home Near Downtown MV"" at 1048 Wright Ave Mountain View, CA. Rental was dirty and unable to be used. Hosts (Karen & Taiqing) tried to get us to go to another one of their properties for a higher cost. Hosts refuse to provide refund. Airbnb support was horrible and did not help with obtaining refund. They will scam you!!",2024-09-16T02:13:36.000Z
2,"This startup followed the classic ""bait-and-switch"" tactic, offering free services at first to hook users and then hiking prices to absurd levels once they dominated the market. What started as a helpful platform has turned into a greedy monopoly, with little care for its customers' well-being. The housing market has particularly felt the impact. It's another case of a once-promising company prioritizing profits over people, making an already tough housing situation even worse.",2024-10-03T16:55:44.000Z
1,The first time I booked months in advance and they canceled it on me a month before.  Prices soared and would not help me find a comparable accommodation.Next they let people list condos that don't have availability.  It shows availability and then you have to wait for the owner to respond.  Then the owner responds saying its no longer available.  I was told by 9 different owners their unit was available but it was listed as available.  Horrible system!,2024-09-25T16:39:14.000Z
1,"Will never use again. Had an unsafe stay at ""Pristine first floor getaway in Little Italy Toronto - host Celestine"" as the bed and shower were broken to the point they were unsafe to use. Tried to call Air BnB was told to work it out with host who was unresponsive. Host eventually sent her partner down who threatened us, called us names and resorted to shoving paint cans under the bed to ""fix it"" then left. I tried again to speak to Air BnB and was told to check out the next morning and was refunded. Host then left a review calling me and my partner ""fat""?! Saying we broke the furniture because we're overweight and obviously don't want to pay for it to be fixed. Again I spoke to customer service and was told ""they can say what they want"". Absolute joke. Not safe to stay with them. No protection whatsoever from safety issues, harassment or threats. Absolutely disgusting. Will never ever use again and will be advising others not to either.",2024-10-09T11:06:42.000Z
1,"Love the App, love the Customer Service but I totally dislike that Airbnb became from the Hosts.It's absolutely overpriced Apartments with real bad quality furniture - cheapest of the cheap, Hosts outright lie despite Videoproofs of the Guest and even intimidate you later on with threats because they have all your contact informations while you only have they share with you. One Airbnb Host in Bucarest, Romania, had Cockroaches in the Apartment. The big brown ones. And not just one, but 3 dead and 5 I catched alive in a single night. So how bad is the situation? Ok back then I got my money back but 3 Weeks later the Host started contacting me on my Phone Number and even threaten me to edit my FIVE STAR REVIEW where I was saying there are ""friends one can make :D""... they just went on with threats first with fines and then later that they know how I look like and that Bucarest is ""small"". A lot of very scammy people on this plattform.",2024-10-09T15:43:27.000Z
2,"Having used airbnb a number of times (20+) over the previous 8 years my current experience of trying to book accommodation for a 4 week stay in Turkey is becoming a nightmare. In short I have now had five separate hosts asking me to cancel. I know their game, i.e. if I cancel they can then resell the room at a higher rate, but after getting wise I just make them cancel the booking to share my hassle.  There is a fine imposed by airbnb but considering one of these was being advertised the weeks before and after my booked and paid for visit at 10x my price paid they've probably just had it advertised somewhere else and sold to the highest bidder.airbnb really need to get a grip on this. Clearly with such a low rating on trust pilot (I was surprised just how low) I am not alone in thinking this is company on the slide.",2024-09-27T14:51:15.000Z
1,"Terrible experience with host communication and little help from Airbnb. We were travelling with our 3m baby and so had extra bags and stroller. I booked a place after confirming with the host there was an elevator however only when we actually arrived at the apartment building were we told the elevator doesn't work and the apartment is on the 6th floor. Passing residents told us this has been broken for months and that it won't be fixed for a few more weeks. So not wanting to lug the stroller and bags up and down 6 flights of stairs every time we come and go we had to cancel the booking. Contacted the Airbnb who said they would contact the host and then get back to me. Given it was late at night (9pm) you'd think they'd call back soon, especially with a crying baby in the background. I call them back 30m later and am told that they will help with a refund only and I need to do another booking. Now booking last minute hotel late at night ended up costing us more than double than if we'd booked the hotel in the first place and Airbnb never got back to me again. So I was left late at night with a cryinging baby and no place to stay, made to pay more than double for a hotel. I don't think I'll ever use Airbnb again as this was a very stressful evening with no help from Airbnb",2024-10-17T08:37:10.000Z
1,"They refuse to post honest reviews on their own site. We booked a falsely advertised home and upon arrival, we couldn’t even breathe walking through the door because of the mold. With further inspection there was mold throughout the home, duct tape as molding, tape covered fire alarms, BED BUGS. Airbnb refused to give me a full refund for a place we were at for a total of 20 minutes and said we need to go get pictures of “blood on the sheets” or “bites from the bed bugs” in order to issue a full refund. They would not allow me to speak to a supervisor and would call at 10pm at night when they knew I wouldn’t answer the phone. I provided multiple pictures and videos of this place and they said there was not enough evidence and lied about not seeing the photos sent in the digital chat where I then had to provide screenshots of our conversation. It’s beyond concerning that they allow the listing to remain on their site, along with protecting the falsely advertised homes and not their customers safety.",2024-10-05T02:56:50.000Z
1,"Great if everything goes according to the planBUTAs a guest and a super host, I have experienced appalling customer service if the accommodation is not as described or when guests damage my property.Airbnb insist on hiring cheap low-calibre staff in countries where the workers can't afford to travel to Europe.I was once awarded £35 to get professional carpet cleaners to clean a soiled carpet. This shows how clueless the staff are about the cost of living in London.",2024-09-24T14:30:33.000Z
1,Have been a host and so disapointing with the poorly skilled administration team and broken leadership.We have a claim regarding a missing remote control and they’ve actually requested a photo of the missing item.It’s a massive money grab with poor back end processes and incredibly unprofessional with unskilled staff.,2024-10-07T00:27:52.000Z
